DEPT,AVTX,BVTX,CILD,CNDL,CNLS,CNPOR,CNSS,GR,LSPD,LTEN,RILD,RILM,RLL3,RxoRt,SP,MCAL,MI,MN,ITT,DT,SPOR,DCAL,RHOB,RHOC,DPOR
254,0,0,20.5718,45.6118,46.6345,46.6345,45.6122,108.1757,-40.33,751.2137,48.6102,29.0578,26.3426,24.505,-231.071,7.9017,7.1061,6.02,0,145.0394,68.9104,8.0256,2.0742,0.0689,37.1834
254.5,0,0,20.8215,37.0275,41.0128,41.0128,41.6573,118.104,-40.33,750.9656,48.0272,29.0814,26.1599,24.6047,-231.0523,7.8605,7.9854,6.8086,2,145.1969,69.0218,7.9816,2.0806,0.0553,36.8099
255,0,0,21.3117,28.6322,35.4366,35.4366,37.8666,126.5932,-40.46,752.0673,46.9226,28.8047,25.0894,24.5943,-231.1549,7.8303,8.4294,7.1831,0,145.5549,69.275,7.973,2.0873,0.04,36.4133
255.5,0,0,22.0571,25.8168,33.0118,33.0118,35.6167,132.0772,-40.46,739.2758,45.337,28.2521,24.0296,24.2371,-231.3145,7.8146,8.6186,7.2678,0,146.1011,69.6613,7.9725,2.0964,0.031,35.885
256,0,0,22.9211,23.4851,31.4592,31.4592,34.0091,138.6359,-40.58,706.8193,43.628,27.5681,23.3899,23.4699,-231.4713,7.8065,8.7989,7.3348,0,146.6841,70.0736,7.9721,2.1056,0.0276,35.3455
256.5,0,0,23.71,21.6886,30.1278,30.1278,32.6296,144.2889,-40.58,688.5043,42.1764,26.9249,23.2635,22.4136,-231.5718,7.8048,8.8421,7.4098,0,147.0782,70.3523,7.9722,2.1127,0.0262,34.9312
257,0,0,24.3333,21.1366,29.7272,29.7272,32.2258,143.4338,-41.56,678.5103,41.0959,26.4451,23.7867,21.233,-231.5703,7.8034,8.7304,7.4012,0,147.1395,70.3957,7.9723,2.1176,0.026,34.6413
257.5,0,0,24.7384,23.2088,31.1833,31.1833,33.7206,138.8602,-45.5,683.4462,40.4231,26.1797,24.2305,20.1836,-231.4356,7.8031,8.655,7.3241,0,146.8642,70.201,7.9721,2.1204,0.0267,34.4796
258,0,0,24.9141,27.7746,34.8356,34.8356,37.3569,138.2856,-54.48,719.4949,40.1378,26.1251,24.4093,19.4119,-231.1611,7.8063,8.461,7.1926,0,146.3257,69.8202,7.9721,2.1193,0.0268,34.5419
258.5,0,0,24.9303,31.4676,37.3869,37.3869,39.312,142.9758,-54.48,759.5291,40.1118,26.2475,24.4902,18.8211,-230.772,7.8084,8.2065,7.0555,0,145.6062,69.3113,7.9722,2.1135,0.025,34.8816
259,0,0,24.8195,28.8707,35.5946,35.5946,37.9947,144.2628,-63.95,764.7673,40.2909,26.5031,25.1421,18.3728,-230.322,7.8134,8.0552,6.969,0,144.7851,68.7306,7.9722,2.1054,0.0215,35.3591
259.5,0,0,24.5441,26.6709,33.8575,33.8575,36.4535,136.2476,-72.43,760.6954,40.743,26.852,25.9496,18.2408,-229.8779,7.8254,7.7886,6.8145,0,143.967,68.1521,7.9723,2.1004,0.0192,35.6485
260,0,0,24.1339,27.3106,34.4728,34.4728,37.0315,128.4929,-77.85,760.0425,41.4354,27.265,26.0616,18.4961,-229.4946,7.8376,7.4925,6.6146,0,143.2847,67.6695,7.9723,2.1037,0.021,35.4562
260.5,0,0,23.654,27.7517,34.8186,34.8186,37.3419,123.6412,-77.85,754.5231,42.2761,27.7227,25.8811,18.9954,-229.193,7.8484,7.4487,6.5492,0,142.8356,67.3519,7.9716,2.1143,0.0265,34.8387
261,0,0,23.1098,25.5593,32.844,32.844,35.4462,117.4045,-78.34,745.2825,43.2716,28.2093,25.849,19.5571,-228.9543,7.8582,7.6066,6.6371,0,142.6064,67.1898,7.9671,2.1246,0.0318,34.2355
261.5,0,0,22.5146,23.5084,31.483,31.483,34.0341,115.375,-78.34,732.8739,44.4157,28.7033,26.3762,20.0373,-228.7393,7.8584,7.5581,6.6773,1,142.4811,67.1012,7.9539,2.1272,0.0331,34.0808
262,0,0,21.9244,26.5265,33.6896,33.6896,36.2909,121.4929,-78.34,730.0908,45.6112,29.1733,27.1525,20.3832,-228.5168,7.8483,7.2956,6.5231,0,142.3385,67.0004,7.9409,2.1209,0.0303,34.4514
262.5,0,0,21.403,33.7469,38.9982,38.9982,40.3629,125.5383,-78.46,739.0891,46.7224,29.5819,27.6767,20.6316,-228.275,7.8406,7.2031,6.4052,0,142.1346,66.8562,7.9351,2.1089,0.0261,35.1536
263,0,0,21.0004,39.9372,42.859,42.859,42.8999,120.853,-78.46,743.0068,47.6182,29.9008,28.2117,20.837,-228.0063,7.8378,7.1693,6.3769,0,141.9011,66.691,7.929,2.0946,0.0217,35.9894
263.5,0,0,20.7197,36.5504,40.7154,40.7154,41.4625,117.45,-78.09,741.4622,48.2632,30.1309,28.4907,21.0892,-227.6921,7.836,6.9374,6.2174,0,141.7001,66.5488,7.9229,2.0804,0.0172,36.8202
264,0,0,20.4984,30.0357,36.3395,36.3395,38.5696,119.0144,-78.09,745.6313,48.7843,30.3102,28.3996,21.5402,-227.3109,7.8382,6.5899,5.8467,0,141.5962,66.4754,7.9213,2.069,0.0132,37.4856
264.5,0,0,20.2701,24.8989,32.4719,32.4719,35.0643,116.9384,-78.09,748.9863,49.3337,30.4957,28.1324,22.2629,-226.8678,7.8432,6.2732,5.4398,0,141.6468,66.5112,7.9215,2.0634,0.0118,37.8129
265,0,0,20.0413,21.5917,30.0631,30.0631,32.5639,108.7996,-78.09,741.1059,49.8969,30.7211,27.4693,23.0815,-226.4101,7.8491,6.267,5.3586,0,141.8757,66.6731,7.9216,2.0643,0.0137,37.7616
265.5,0,0,19.8915,23.9219,31.8666,31.8666,34.4352,103.3388,-78.09,734.7343,50.2726,30.9607,26.9293,23.6251,-226.0061,7.8588,6.5706,5.5762,0,142.2414,66.9317,7.9214,2.0686,0.0162,37.5099
266,0,0,19.9101,32.5799,38.2698,38.2698,39.8964,107.2635,-78.09,744.9652,50.2258,31.133,27.2721,23.6122,-225.7044,7.8632,6.9711,5.9214,0,142.6386,67.2126,7.9216,2.0717,0.017,37.3297
266.5,0,0,20.1038,42.5434,44.5632,44.5632,44.0962,118.118,-78.22,763.8307,49.7419,31.1555,27.7542,23.1393,-225.5123,7.8534,7.0815,6.1002,0,142.9369,67.4236,7.9219,2.071,0.0163,37.3673
267,0,0,20.3739,39.4702,42.5588,42.5588,42.694,120.6559,-78.22,763.8671,49.0824,31.0112,27.9166,22.6042,-225.4137,7.8414,6.5523,5.7918,0,143.0333,67.4917,7.9215,2.0681,0.0162,37.5378
267.5,0,0,20.58,26.7907,33.9901,33.9901,36.5807,109.4689,-78.09,748.8911,48.5909,30.7617,27.462,22.3782,-225.4022,7.8404,5.9931,5.3935,0,142.9189,67.4108,7.9211,2.067,0.0179,37.6038
268,0,0,20.6351,17.8192,26.8206,26.8206,29.4785,100.8915,-78.09,737.5441,48.4611,30.4895,27.0699,22.6101,-225.4883,7.8433,5.9533,5.3575,0,142.7166,67.2677,7.9212,2.071,0.0204,37.3708
268.5,0,0,20.6127,14.1642,23.3742,23.3742,26.4586,99.6449,-78.09,734.5957,48.5138,30.231,27.1431,23.1693,-225.6669,7.8419,6.3249,5.633,1,142.6171,67.1974,7.9212,2.0796,0.0225,36.8637
269,0,0,20.6675,16.7952,25.806,25.806,28.5744,97.7799,-78.34,738.0406,48.3852,29.9614,26.9686,23.7784,-225.8792,7.8444,6.87,6.0082,0,142.7299,67.2772,7.9208,2.0883,0.0235,36.3581
269.5,0,0,20.8542,21.5338,30.0235,30.0235,32.5238,99.5288,-78.34,739.1895,47.9519,29.641,25.322,24.1098,-226.0165,7.8567,7.3544,6.3741,0,142.983,67.4562,7.9201,2.0906,0.0231,36.2239
270,0,0,21.152,30.0552,36.3519,36.3519,38.5789,107.2395,-78.34,732.3911,47.2768,29.2771,24.0905,23.7187,-225.9712,7.8682,7.4127,6.5004,0,143.174,67.5912,7.9194,2.0832,0.0203,36.6539
270.5,0,0,21.5155,46.6547,47.3554,47.3554,46.1553,110.2781,-78.09,734.4324,46.4781,28.9502,25.5771,22.4528,-225.7016,7.8694,6.8063,6.0338,0,143.1354,67.5639,7.9191,2.0692,0.0156,37.4711
271,0,0,21.8187,57.367,55.3104,55.3104,52.6435,104.5575,-78.09,747.2146,45.8322,28.7873,27.7335,20.9283,-225.2639,7.8643,6.0146,5.306,0,142.87,67.3762,7.9193,2.0562,0.0108,38.2321
271.5,0,0,21.9155,56.5356,54.6542,54.6542,52.0758,97.2177,-78.09,755.4312,45.6298,28.9051,28.1918,20.005,-224.7904,7.8573,5.5818,4.8455,0,142.5386,67.1419,7.9201,2.0506,0.0086,38.5633
272,0,0,21.7197,47.7645,48.1322,48.1322,46.7492,94.4088,-78.09,762.5158,46.0411,29.3522,27.6461,20.071,-224.4285,7.8465,5.6733,4.8541,0,142.3297,66.9941,7.9208,2.0539,0.0104,38.369
272.5,0,0,21.2526,35.0562,39.7939,39.7939,40.8684,93.5143,-78.09,762.6611,47.0532,30.0658,27.3252,20.9475,-224.2728,7.831,6.1389,5.2679,0,142.3333,66.9967,7.9213,2.0636,0.0156,37.801
273,0,0,20.7234,28.7444,35.5113,35.5113,37.9275,92.6373,-78.22,751.0957,48.2547,30.8624,27.5547,22.0571,-224.3241,7.8187,6.5312,5.6979,0,142.5031,67.1168,7.9218,2.0746,0.0212,37.1592
273.5,0,1,20.3938,28.2136,35.151,35.151,37.629,95.5427,-78.22,744.4252,49.0344,31.4954,27.5204,22.7843,-224.4946,7.8111,6.7426,5.9093,0,142.7034,67.2584,7.923,2.0819,0.0243,36.7306
274,0,0,20.3449,28.2594,35.1829,35.1829,37.6559,100.848,-78.22,743.4142,49.1523,31.7811,26.8546,22.835,-224.6584,7.7984,6.9696,6.0576,0,142.7993,67.3262,7.9258,2.0843,0.0244,36.5893
274.5,0,0,20.4761,28.0931,35.0663,35.0663,37.5569,102.9739,-78.22,747.134,48.8374,31.7111,27.0708,22.2908,-224.7197,7.7835,7.0213,6.1005,0,142.7354,67.2811,7.9293,2.0833,0.023,36.6485
275,0,0,20.5704,29.488,35.9924,35.9924,38.3074,99.9449,-78.22,759.0622,48.6135,31.4474,28.2519,21.6577,-224.6588,7.7833,6.7157,5.8606,0,142.5494,67.1495,7.9335,2.0789,0.0204,36.9066
275.5,0,0,20.4384,29.5139,36.0088,36.0088,38.32,95.7495,-78.22,758.9252,48.9276,31.2122,28.7722,21.5765,-224.5284,7.7972,6.3104,5.4792,1,142.3154,66.984,7.9371,2.0701,0.0161,37.4185
276,0,0,20.1248,27.856,34.8957,34.8957,37.4095,94.6803,-78.22,749.5366,49.6899,31.1759,28.5481,22.1832,-224.4075,7.8072,6.1073,5.2436,0,142.0921,66.8261,7.9378,2.0601,0.0121,38.0036
276.5,0,0,19.7353,28.27,35.1902,35.1902,37.6621,98.6982,-78.22,744.5196,50.6707,31.4015,28.1187,23.2323,-224.3499,7.8034,6.2069,5.2753,0,141.921,66.7051,7.9373,2.056,0.0118,38.246
277,0,0,19.2544,30.1865,36.4364,36.4364,38.6412,106.946,-78.09,737.7258,51.9361,31.8376,27.233,24.4604,-224.3638,7.7968,6.654,5.5987,0,141.8252,66.6374,7.9367,2.0619,0.016,37.9015
277.5,0,0,18.7366,27.7132,34.7898,34.7898,37.3165,112.317,-78.09,739.2026,53.3715,32.3373,26.9203,25.4224,-224.4233,7.8035,7.3191,6.182,0,141.7876,66.6107,7.9371,2.0745,0.0224,37.164
278,0,0,18.3619,21.9529,30.2978,30.2978,32.8031,111.7315,-77.85,749.0179,54.4605,32.7053,28.0254,25.6424,-224.487,7.8205,7.8601,6.7715,0,141.7594,66.5908,7.9383,2.0865,0.028,36.4645
278.5,0,0,18.2547,17.3204,26.3161,26.3161,29.0265,109.8248,-77.85,744.2589,54.7803,32.7761,29.175,25.0787,-224.5085,7.8318,7.9706,6.9827,0,141.6992,66.5482,7.9386,2.093,0.0314,36.0831
279,0,0,18.4143,16.6681,25.6883,25.6883,28.4708,108.6747,-77.85,730.9885,54.3056,32.4995,29.7814,24.0967,-224.4445,7.8377,7.7442,6.8377,0,141.5911,66.4718,7.9386,2.0936,0.0326,36.0496
279.5,0,0,18.7499,20.725,29.3777,29.3777,31.8792,108.3991,-79.08,728.0767,53.3335,31.9812,30.0334,23.1782,-224.2736,7.8474,7.4444,6.5384,0,141.4399,66.3649,7.938,2.0886,0.0312,36.3383
280,0,0,19.0889,26.7149,33.9073,33.9073,36.5014,108.3492,-79.08,735.0984,52.3865,31.4403,29.966,22.8061,-224.0222,7.8558,6.876,5.9715,0,141.2688,66.2438,7.9387,2.0785,0.0272,36.9278
280.5,0,0,19.2094,30.736,36.8056,36.8056,38.9082,104.0222,-82.15,737.4103,52.0579,31.1074,28.9318,23.346,-223.7741,7.8537,6.111,5.2153,0,141.1233,66.1409,7.9459,2.0663,0.0218,37.6428
281,0,0,19.0276,29.4428,35.9637,35.9637,38.2853,95.1596,-82.15,735.457,52.5552,31.1147,27.3808,24.6883,-223.6501,7.8492,5.7532,4.7963,0,141.076,66.1075,7.9528,2.0581,0.0178,38.1238
281.5,0,0,18.7594,25.3205,32.7044,32.7044,35.3035,90.0559,-82.15,738.8766,53.3067,31.4175,26.8992,26.1171,-223.7601,7.8517,6.0498,5.0037,0,141.2104,66.2025,7.9553,2.0587,0.0172,38.085
282,0,0,18.7518,22.3073,30.5208,30.5208,33.0322,91.5475,-87.56,741.6146,53.3283,31.7757,27.0437,26.8664,-224.1452,7.8541,6.7003,5.5637,0,141.5774,66.4621,7.9582,2.0673,0.0196,37.5869
282.5,0,0,19.2592,22.408,30.5849,30.5849,33.0984,92.0364,-87.56,749.3493,51.9233,31.8464,26.693,26.5861,-224.7432,7.8486,7.3804,6.1291,1,142.1605,66.8745,7.9645,2.0774,0.0226,36.9924
283,0,0,20.321,22.7122,30.7864,30.7864,33.3071,92.2853,-87.56,752.0867,49.2102,31.3941,25.7988,25.3737,-225.4043,7.8441,7.9447,6.5872,0,142.8713,67.3771,7.9708,2.0835,0.0241,36.6353
283.5,0,0,21.5711,20.2723,28.9759,28.9759,31.4871,99.9398,-93.83,745.8792,46.3584,30.4665,24.6558,23.8858,-225.9578,7.8501,8.3015,6.8783,0,143.567,67.8692,7.9747,2.0845,0.0236,36.577
284,0,0,22.4762,17.5935,26.5925,26.5925,29.2735,112.2134,-93.83,736.9816,44.4914,29.3508,24.1255,22.8292,-226.2955,7.8615,8.4898,7.06,0,144.0879,68.2376,7.9791,2.0826,0.0217,36.6882
284.5,0,0,22.9025,17.7457,26.7466,26.7466,29.4119,120.9447,-98.51,740.1728,43.6633,28.374,24.7153,22.2962,-226.419,7.8679,8.2747,6.971,0,144.3183,68.4005,7.9841,2.0802,0.0194,36.831
285,0,0,23.0073,19.617,28.4281,28.4281,30.9625,122.6217,-98.51,753.4452,43.4645,27.7488,25.0141,22.1425,-226.4274,7.8712,7.5603,6.4028,0,144.2401,68.3452,7.9867,2.0792,0.0181,36.8863
285.5,0,0,22.9138,18.5412,27.5106,27.5106,30.1065,115.9177,-98.51,754.7087,43.6418,27.5315,24.5256,22.2659,-226.4583,7.877,7.1969,5.96,0,143.936,68.1301,7.9872,2.0819,0.0183,36.7296
286,0,0,22.8089,13.4984,22.6866,22.6866,25.8633,103.8891,-101.83,750.9607,43.8426,27.638,24.2645,22.2773,-226.6201,7.8827,7.8039,6.3114,0,143.5417,67.8513,7.9876,2.0887,0.019,36.3336
286.5,0,0,22.8513,11.0607,20.2108,20.2108,23.6891,95.2293,-101.83,749.0721,43.7613,27.8843,24.9231,21.8543,-226.9506,7.8828,8.6037,7.0637,0,143.1751,67.592,7.9874,2.0965,0.019,35.88
287,0,0,23.0326,12.3406,21.5946,21.5946,24.9126,93.7166,-101.83,751.5834,43.4168,28.0574,25.6627,21.1856,-227.4149,7.8793,8.6697,7.3655,0,142.8936,67.3929,7.9874,2.1002,0.0177,35.6611
287.5,0,0,23.3584,13.9688,23.1745,23.1745,26.2859,95.89,-102.2,742.8419,42.8112,28.0125,25.8301,20.559,-227.9385,7.8776,8.2642,7.1385,0,142.7221,67.2717,7.9879,2.0979,0.0155,35.7926
288,0,0,23.8352,14.0451,23.2528,23.2528,26.3536,96.3353,-102.2,733.4233,41.9547,27.7338,25.5434,20.1424,-228.4468,7.8794,8.2339,6.9819,0,142.7004,67.2563,7.9885,2.0936,0.0134,36.0449
288.5,0,0,24.289,16.0619,25.1435,25.1435,27.9933,97.4132,-102.2,736.303,41.1709,27.309,24.6801,20.1432,-228.8839,7.8814,8.7431,7.1818,0,142.871,67.3769,7.9899,2.0937,0.0129,36.0418
289,0,0,24.5592,20.1888,28.904,28.904,31.4176,104.3022,-101.58,743.9998,40.7179,26.8508,23.6459,20.5051,-229.2051,7.8822,9.2797,7.5293,0,143.223,67.6259,7.9908,2.1001,0.0149,35.6645
289.5,0,0,24.6976,25.3195,32.7038,32.7038,35.3029,115.896,-101.58,763.103,40.4897,26.4385,23.1963,20.7903,-229.3653,7.8854,9.3802,7.7026,1,143.663,67.937,7.9917,2.1078,0.019,35.215
290,0,0,24.823,32.2393,38.0295,38.0295,39.74,124.1535,-101.58,779.0173,40.2852,26.1063,23.4807,20.656,-229.3297,7.8907,9.0119,7.5484,0,144.038,68.2023,7.9945,2.1103,0.0236,35.0681
290.5,0,0,25.0102,44.0917,45.5993,45.5993,44.8462,121.3579,-101.58,771.2211,39.9837,25.8602,23.9183,20.0948,-229.1013,7.8944,8.6124,7.256,0,144.1983,68.3156,7.9996,2.1078,0.0278,35.2171
291,0,0,25.2616,48.447,48.615,48.615,47.1229,111.4713,-101.71,763.6708,39.5857,25.6983,24.2448,19.3351,-228.7303,7.9026,8.4663,7.0746,0,144.0701,68.225,8.0027,2.1047,0.0308,35.3957
291.5,0,0,25.4958,44.91,46.1543,46.1543,45.2549,107.3306,-101.71,774.5001,39.2222,25.6233,24.4744,18.6933,-228.2883,7.9231,8.2955,6.9781,0,143.6901,67.9562,8.0037,2.1022,0.0315,35.5461
292,0,0,25.6065,41.8281,44.0905,44.0905,43.7598,103.6921,-101.71,792.1642,39.0526,25.6428,24.6467,18.4076,-227.8272,7.9449,7.783,6.6795,0,143.1757,67.5925,8.004,2.0971,0.0287,35.8447
292.5,0,0,25.504,42.0087,44.2095,44.2095,43.8441,96.2077,-101.34,803.7977,39.2095,25.7593,24.3945,18.5443,-227.3626,7.9486,7.1777,6.1649,0,142.668,67.2334,8.0012,2.0901,0.0235,36.2526
293,0,0,25.2066,43.9525,45.5054,45.5054,44.7776,98.6131,-101.34,800.1298,39.6721,25.958,23.9114,18.9046,-226.8948,7.9333,7.1566,5.94,0,142.2803,66.9592,7.9889,2.0879,0.0195,36.3829
293.5,0,0,24.9237,45.3231,46.4366,46.4366,45.4645,109.6431,-101.34,796.3599,40.1224,26.2089,24.466,19.0695,-226.4392,7.9146,7.6043,6.1843,0,142.0521,66.7978,7.9774,2.0936,0.0191,36.0441
294,0,0,24.7821,44.266,45.7171,45.7171,44.9326,115.6173,-101.34,790.3552,40.3518,26.4892,25.2531,18.9442,-226.0327,7.9002,7.5616,6.2517,0,141.9282,66.7102,7.9738,2.1001,0.0213,35.6658
294.5,0,0,24.6376,40.4589,43.1962,43.1962,43.1329,114.255,-101.46,777.3131,40.5884,26.8058,25.3564,18.908,-225.7071,7.8857,6.9687,5.8264,0,141.8062,66.6239,7.9732,2.0977,0.023,35.8093
295,0,0,24.3563,33.0781,38.5908,38.5908,40.1031,107.7098,-101.46,776.3127,41.0572,27.1891,24.6855,19.1539,-225.4553,7.8725,6.7174,5.5388,0,141.6273,66.4974,7.9728,2.0877,0.0227,36.3928
295.5,0,0,23.9636,28.2638,35.1859,35.1859,37.6585,102.1748,-101.46,781.7692,41.73,27.6544,25.0931,19.5187,-225.224,7.8696,7.0453,5.8129,0,141.4229,66.3528,7.9721,2.0798,0.0209,36.8535
296,0,0,23.4617,28.6722,35.4633,35.4633,37.8885,104.3934,-101.95,793.0844,42.6227,28.1652,25.8805,19.9879,-224.9452,7.8753,7.2241,6.1283,0,141.2757,66.2488,7.9702,2.0799,0.0196,36.8475
296.5,0,0,22.8701,30.8453,36.8842,36.8842,38.9639,108.0007,-101.95,804.576,43.7253,28.631,25.7748,20.617,-224.5803,7.8762,7.182,6.1639,1,141.2411,66.2243,7.9694,2.0874,0.0208,36.4083
297,2,0,22.2736,28.1818,35.1288,35.1288,37.6101,105.2662,-101.95,811.5346,44.8962,28.9357,25.9314,21.2873,-224.1358,7.8673,7.5245,6.3409,0,141.3027,66.2678,7.9689,2.0998,0.0246,35.6853
297.5,0,0,21.6652,24.6104,32.3127,32.3127,34.8996,101.6631,-101.58,817.8544,46.1569,28.9735,26.2606,21.956,-223.6362,7.8555,8.2121,6.7915,0,141.3822,66.324,7.9678,2.1139,0.0283,34.8606
298,0,0,21.034,23.0878,31.0736,31.0736,33.6061,103.6454,-101.58,824.1486,47.5421,28.682,26.4932,22.6048,-223.0824,7.8443,8.5117,7.0529,0,141.3671,66.3133,7.9673,2.1244,0.0288,34.2484
298.5,0,0,20.5359,23.8788,31.8314,31.8314,34.3984,112.0035,-101.58,828.5537,48.6953,28.0785,26.9877,22.9905,-222.4426,7.8295,8.2011,6.9068,0,141.1394,66.1524,7.9677,2.1251,0.0249,34.2048
299,0,0,20.3135,26.1437,33.2781,33.2781,35.8846,115.7277,-101.58,825.5552,49.2283,27.2868,27.7096,22.9957,-221.6804,7.812,7.4983,6.3587,0,140.6318,65.7933,7.9678,2.1144,0.019,34.8282
299.5,0,0,20.2923,24.884,32.4638,32.4638,35.0559,107.8123,-101.71,819.3676,49.2799,26.5125,28.1996,22.9665,-220.7961,7.8029,6.6792,5.5003,0,139.8969,65.2737,7.9687,2.097,0.0151,35.8465
300,0,0,20.2302,21.4656,29.9758,29.9758,32.4755,98.6516,-101.71,811.5383,49.4312,25.9658,27.4817,23.4134,-219.8454,7.8054,5.888,4.624,0,139.1151,64.7207,7.971,2.0795,0.0156,36.872
300.5,0,0,19.9556,20.3915,29.0804,29.0804,31.5885,95.2137,-101.71,803.5606,50.1113,25.7829,26.24,24.4148,-218.9248,7.8101,5.3413,4.0607,0,138.5051,64.2893,7.9724,2.0659,0.0195,37.6638
301,0,0,19.6014,21.511,30.0077,30.0077,32.5078,93.8126,-101.71,811.7997,51.0168,25.9925,25.9467,25.3479,-218.1342,7.8128,5.1899,3.8969,0,138.2121,64.0821,7.9726,2.0577,0.0239,38.1481
301.5,0,0,19.4447,22.9217,30.9384,30.9384,33.4651,91.4009,-101.71,823.4675,51.428,26.5311,26.608,25.5303,-217.5393,7.817,5.2642,3.9563,0,138.2595,64.1156,7.9723,2.0541,0.0268,38.3567
302,0,0,19.4987,23.44,31.413,31.413,33.9608,91.2459,-101.71,830.066,51.2854,27.2885,27.4605,25.1191,-217.1507,7.8185,5.3084,3.9975,0,138.5777,64.3406,7.9721,2.0533,0.0278,38.4036
302.5,0,0,19.5942,22.9689,30.9751,30.9751,33.5034,92.3282,-101.34,827.1699,51.0354,28.1566,27.2956,24.6763,-216.9325,7.8086,5.2916,3.9779,0,139.052,64.6761,7.9721,2.0535,0.0277,38.3943
303,0,2,19.6638,20.9886,29.6057,29.6057,32.1047,94.3436,-101.34,818.5806,50.8548,29.0485,26.9471,24.3544,-216.8302,7.7908,5.3611,4.041,0,139.5476,65.0266,7.9716,2.0549,0.028,38.3091
303.5,0,0,19.6302,19.4759,28.3123,28.3123,30.853,98.2394,-101.34,818.802,50.9418,29.8941,27.3914,24.213,-216.7977,7.7838,5.4349,4.1465,1,139.9366,65.3017,7.9697,2.0588,0.0292,38.0797
304,0,0,19.4453,18.1765,27.1709,27.1709,29.7958,101.5739,-101.34,830.1631,51.4264,30.6464,27.623,24.336,-216.8095,7.792,5.4235,4.2085,1,140.1475,65.4508,7.9669,2.0634,0.0302,37.811
304.5,0,0,19.264,17.702,26.7025,26.7025,29.3723,101.7091,-101.71,829.1039,51.9104,31.3105,27.8739,24.5157,-216.8567,7.7991,5.3585,4.2112,0,140.2041,65.4909,7.9633,2.064,0.0296,37.7803
305,0,0,19.0941,19.1154,28.013,28.013,30.572,100.1915,-101.71,822.9164,52.3721,31.9437,28.1502,24.8493,-216.9363,7.7945,5.2609,4.1781,0,140.2118,65.4963,7.9607,2.0586,0.0275,38.0919
305.5,0,0,18.6111,22.3913,30.5742,30.5742,33.0874,102.187,-101.71,819.3686,53.7315,32.5859,27.7795,26.0149,-217.0412,7.787,5.2563,4.2281,0,140.2827,65.5464,7.9595,2.0521,0.0257,38.4729
306,0,0,17.7652,26.5755,33.747,33.747,36.3467,106.1632,-101.46,811.4754,56.2898,33.1586,27.0284,28.0139,-217.1516,7.7844,5.5572,4.5247,0,140.4473,65.6628,7.959,2.0505,0.025,38.5673
306.5,0,0,16.9433,27.7455,34.814,34.814,37.3378,105.2279,-101.46,813.4047,59.0204,33.4302,27.0256,29.8788,-217.2298,7.7804,6.1158,5.0642,0,140.6204,65.7853,7.9587,2.0552,0.0247,38.292
307,0,0,16.4154,25.3885,32.7432,32.7432,35.3432,103.7144,-101.46,818.6899,60.9185,33.1267,27.7625,30.967,-217.2242,7.7736,6.4885,5.4942,0,140.6481,65.8049,7.9584,2.0625,0.0239,37.8678
307.5,0,0,16.2609,23.8861,31.8375,31.8375,34.4047,106.9528,-101.46,821.2531,61.4973,32.146,28.1364,31.2078,-217.0868,7.7749,6.3835,5.4718,0,140.392,65.6238,7.9587,2.0668,0.0223,37.6114
308,0,0,16.5567,26.7663,33.9638,33.9638,36.5556,106.1626,-101.46,830.4417,60.3986,30.6767,27.7082,30.5201,-216.795,7.7846,6.058,5.1116,0,139.7866,65.1956,7.9592,2.0661,0.0204,37.656
308.5,0,0,17.122,34.9544,39.7317,39.7317,40.8287,95.9109,-101.46,835.6561,58.4044,29.0944,27.4363,29.311,-216.3653,7.7879,5.8067,4.7208,0,138.8565,64.5378,7.9592,2.0622,0.0191,37.884
309,0,0,17.5351,46.4305,47.1996,47.1996,46.0373,80.6016,-101.46,835.9387,57.0285,27.765,27.3841,28.4245,-215.8505,7.7805,5.5569,4.3821,0,137.7272,63.7392,7.9585,2.0569,0.019,38.1937
309.5,0,0,17.6427,48.1404,48.3976,48.3976,46.9542,67.0226,-101.83,837.0773,56.6806,26.9356,27.3839,28.0993,-215.3227,7.7784,5.3114,4.1407,0,136.6282,62.962,7.9584,2.0497,0.0201,38.6121
310,0,0,17.4895,41.9372,44.1623,44.1623,43.8107,61.5539,-101.83,832.7198,57.177,26.7271,27.9448,28.2636,-214.8569,7.7972,5.1584,4.0344,0,135.8314,62.3984,7.9598,2.0425,0.0238,39.0354
310.5,0,0,17.0602,32.455,38.1844,38.1844,39.841,65.1415,-101.83,825.2194,58.6161,27.1563,27.935,29.0461,-214.5154,7.8262,5.0838,3.926,0,135.5238,62.1809,7.9622,2.0396,0.0303,39.2024
311,0,0,16.5954,26.0338,33.1801,33.1801,35.7865,74.5381,-101.71,820.4714,60.2576,28.1326,27.839,29.9599,-214.3319,7.8344,5.145,3.8497,1,135.7101,62.3126,7.9647,2.0424,0.0359,39.0432
311.5,0,0,16.4021,23.0923,31.0775,31.0775,33.6102,81.3804,-101.71,811.0194,60.9676,29.4301,28.264,30.2867,-214.2974,7.8132,5.3102,3.9513,0,136.2276,62.6786,7.9665,2.0474,0.0358,38.7486
312,0,0,16.3815,25.4866,32.8004,32.8004,35.4017,83.1409,-101.71,799.2537,61.0445,30.683,28.2353,30.2643,-214.3574,7.7889,5.4392,4.089,0,136.8527,63.1207,7.9679,2.0515,0.0297,38.506
